,AUS,KHM,CHN,HKG,IDN,JPN,KOR,MAC,MYS,MNG,NZL,PNG,PHL,SGP,TWN,THA,VNM,BGD,IND,NPL,PAK,LKA,ARM,AZE,BLR,BIH,BGR,HRV,CZE,HUN,KAZ,MKD,MDA,POL,ROU,RUS,SRB,SVK,SVN,UKR,DNK,EST,FIN,ISL,LVA,LTU,NOR,SWE,AUT,BEL,FRA,DEU,IRL,LUX,NLD,CHE,GBR,CYP,GRC,ITA,PRT,ESP,TUR,DZA,BHR,EGY,IRN,ISR,JOR,KWT,LBN,LBY,MLT,MAR,OMN,QAT,SAU,TUN,ARE,AGO,BWA,CIV,GHA,KEN,MUS,MOZ,NAM,NGA,ZAF,TZA,UGA,ZMB,ZWE,CAN,MEX,USA,ARG,BHS,BOL,BRA,CHL,COL,DOM,ECU,JAM,PAN,PRY,PER,TTO,URY,VEN
GRC,14.000000000000062,0.0,29.999999999999826,16.99999999999985,3.999999999999996,26.00000000000012,34.000000000000384,0.0,3.999999999999996,1.0,5.000000000000002,0.0,6.000000000000004,19.000000000000043,11.000000000000126,1.0,1.999999999999999,5.000000000000002,11.000000000000126,0.0,14.999999999999957,6.000000000000004,9.000000000000002,1.999999999999999,1.0,1.0,37.99999999999998,2.999999999999997,9.000000000000002,2.999999999999997,3.999999999999996,11.000000000000126,3.999999999999996,18.000000000000163,36.99999999999958,19.000000000000043,9.000000000000002,1.999999999999999,1.999999999999999,2.999999999999997,21.000000000000036,1.999999999999999,5.000000000000002,0.0,0.0,1.0,16.99999999999985,24.000000000000217,5.000000000000002,19.000000000000043,96.99999999999893,88.99999999999942,6.000000000000004,29.000000000000266,41.99999999999994,72.00000000000027,158.99999999999946,50.00000000000015,1321.999999999996,59.99999999999951,3.999999999999996,22.999999999999844,14.999999999999957,5.000000000000002,6.000000000000004,13.000000000000098,2.999999999999997,9.000000000000002,8.000000000000007,2.999999999999997,5.000000000000002,0.0,5.000000000000002,1.999999999999999,1.999999999999999,2.999999999999997,5.000000000000002,3.999999999999996,10.0,1.0,0.0,0.0,5.000000000000002,0.0,0.0,0.0,0.0,6.000000000000004,6.000000000000004,1.0,0.0,0.0,0.0,24.000000000000217,10.0,277.0000000000009,7.0000000000000036,0.0,0.0,11.999999999999867,7.0000000000000036,1.0,0.0,1.0,1.0,0.0,0.0,2.999999999999997,0.0,0.0,3.999999999999996
ITA,84.99999999999946,1.999999999999999,122.00000000000054,132.00000000000006,34.000000000000384,105.99999999999993,47.00000000000027,1.0,41.99999999999994,0.0,15.99999999999982,1.999999999999999,22.999999999999844,79.99999999999933,29.000000000000266,16.99999999999985,21.000000000000036,64.00000000000041,176.00000000000006,0.0,108.00000000000004,39.00000000000007,3.999999999999996,5.000000000000002,10.0,0.0,3.999999999999996,21.000000000000036,18.000000000000163,7.0000000000000036,14.999999999999957,1.999999999999999,9.000000000000002,100.99999999999939,36.00000000000022,74.00000000000065,5.000000000000002,3.999999999999996,5.000000000000002,11.999999999999867,33.00000000000019,3.999999999999996,25.000000000000135,3.999999999999996,1.0,11.000000000000126,47.00000000000027,58.99999999999943,28.000000000000057,34.000000000000384,280.0000000000004,235.00000000000193,28.000000000000057,36.99999999999958,113.99999999999933,134.0000000000007,373.9999999999997,43.00000000000034,86.00000000000043,3644.9999999999704,19.99999999999994,164.00000000000088,50.00000000000015,19.99999999999994,1.0,27.000000000000167,6.000000000000004,37.99999999999998,11.999999999999867,11.000000000000126,14.999999999999957,7.0000000000000036,5.000000000000002,6.000000000000004,9.000000000000002,18.000000000000163,26.00000000000012,8.000000000000007,51.00000000000043,5.000000000000002,1.0,0.0,2.999999999999997,5.000000000000002,6.000000000000004,1.0,3.999999999999996,18.000000000000163,53.00000000000012,0.0,0.0,2.999999999999997,0.0,92.00000000000101,48.00000000000031,815.9999999999977,28.000000000000057,1.0,2.999999999999997,71.00000000000075,36.99999999999958,18.000000000000163,2.999999999999997,3.999999999999996,2.999999999999997,2.999999999999997,0.0,16.99999999999985,6.000000000000004,0.0,11.999999999999867
PRT,3.999999999999996,0.0,7.0000000000000036,7.0000000000000036,0.0,11.999999999999867,3.999999999999996,2.999999999999997,1.0,0.0,1.0,0.0,1.999999999999999,1.0,1.0,1.999999999999999,1.999999999999999,2.999999999999997,11.000000000000126,0.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.999999999999999,0.0,0.0,0.0,0.0,11.000000000000126,3.999999999999996,1.999999999999999,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.999999999999999,0.0,5.000000000000002,32.0000000000003,14.999999999999957,7.0000000000000036,1.0,7.0000000000000036,8.000000000000007,27.000000000000167,0.0,2.999999999999997,13.000000000000098,824.0000000000084,64.00000000000041,1.0,8.000000000000007,0.0,3.999999999999996,0.0,2.999999999999997,1.0,0.0,2.999999999999997,0.0,0.0,3.999999999999996,0.0,1.999999999999999,3.999999999999996,1.999999999999999,2.999999999999997,29.000000000000266,0.0,0.0,1.0,0.0,0.0,14.000000000000062,0.0,0.0,1.999999999999999,0.0,0.0,0.0,1.0,13.000000000000098,3.999999999999996,79.99999999999933,6.000000000000004,0.0,0.0,48.999999999999595,1.0,6.000000000000004,0.0,0.0,0.0,0.0,0.0,3.999999999999996,0.0,0.0,3.999999999999996
ESP,48.00000000000031,0.0,44.999999999999616,22.999999999999844,22.999999999999844,78.99999999999974,39.00000000000007,0.0,7.0000000000000036,1.0,7.0000000000000036,0.0,18.000000000000163,28.000000000000057,11.999999999999867,9.000000000000002,11.999999999999867,28.000000000000057,81.00000000000004,1.0,47.00000000000027,11.000000000000126,1.0,2.999999999999997,1.0,0.0,2.999999999999997,3.999999999999996,13.000000000000098,8.000000000000007,2.999999999999997,1.999999999999999,0.0,36.99999999999958,11.999999999999867,19.99999999999994,2.999999999999997,1.999999999999999,2.999999999999997,2.999999999999997,11.999999999999867,1.0,15.99999999999982,1.0,0.0,7.0000000000000036,18.000000000000163,36.99999999999958,9.000000000000002,37.99999999999998,258.999999999999,134.0000000000007,35.00000000000034,19.000000000000043,56.9999999999998,58.99999999999943,250.00000000000148,6.000000000000004,27.000000000000167,140.00000000000063,65.00000000000065,1701.0000000000036,26.00000000000012,16.99999999999985,3.999999999999996,6.000000000000004,8.000000000000007,19.000000000000043,2.999999999999997,7.0000000000000036,11.999999999999867,2.999999999999997,2.999999999999997,16.99999999999985,8.000000000000007,13.000000000000098,27.000000000000167,9.000000000000002,18.000000000000163,3.999999999999996,1.0,1.0,0.0,6.000000000000004,1.0,0.0,1.0,0.0,16.99999999999985,0.0,0.0,0.0,0.0,59.99999999999951,133.00000000000122,558.9999999999958,39.00000000000007,1.0,2.999999999999997,130.99999999999872,123.00000000000054,39.00000000000007,3.999999999999996,10.0,1.999999999999999,7.0000000000000036,1.0,39.99999999999979,0.0,1.999999999999999,13.000000000000098
TUR,6.000000000000004,0.0,5.000000000000002,6.000000000000004,9.000000000000002,44.00000000000027,14.000000000000062,0.0,1.0,0.0,1.0,0.0,1.0,3.999999999999996,1.0,7.0000000000000036,2.999999999999997,24.000000000000217,21.000000000000036,0.0,51.00000000000043,8.000000000000007,0.0,6.000000000000004,2.999999999999997,5.000000000000002,10.0,1.999999999999999,5.000000000000002,0.0,7.0000000000000036,0.0,1.0,8.000000000000007,7.0000000000000036,19.99999999999994,1.999999999999999,2.999999999999997,1.999999999999999,1.999999999999999,9.000000000000002,0.0,9.000000000000002,0.0,0.0,1.0,5.000000000000002,22.00000000000019,10.0,11.000000000000126,67.00000000000055,113.99999999999933,6.000000000000004,2.999999999999997,34.000000000000384,21.000000000000036,74.00000000000065,1.999999999999999,11.999999999999867,47.00000000000027,1.0,16.99999999999985,1887.9999999999995,1.0,1.0,6.000000000000004,5.000000000000002,5.000000000000002,0.0,5.000000000000002,22.00000000000019,1.0,1.0,1.0,1.999999999999999,6.000000000000004,7.0000000000000036,2.999999999999997,11.000000000000126,0.0,0.0,0.0,0.0,1.0,2.999999999999997,0.0,0.0,1.0,3.999999999999996,0.0,0.0,0.0,0.0,19.000000000000043,0.0,173.0000000000018,1.999999999999999,0.0,0.0,7.0000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DZA,1.999999999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.000000000000002,0.0,0.0,0.0,1.0,1.0,3.999999999999996,0.0,1.0,2.999999999999997,1.0,6.000000000000004,0.0,1.999999999999999,0.0,1.999999999999999,0.0,0.0,1.999999999999999,0.0,7.0000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,3.999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.999999999999999,0.0,0.0,0.0,1.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BHR,1.999999999999999,0.0,1.0,1.999999999999999,3.999999999999996,1.999999999999999,5.000000000000002,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.999999999999999,1.999999999999999,2.999999999999997,14.000000000000062,1.0,0.0,22.999999999999844,6.000000000000004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.999999999999999,6.000000000000004,0.0,1.999999999999999,1.0,0.0,1.999999999999999,2.999999999999997,0.0,51.00000000000043,2.999999999999997,0.0,0.0,10.0,2.999999999999997,7.0000000000000036,0.0,0.0,0.0,6.000000000000004,5.000000000000002,14.000000000000062,1.999999999999999,1.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.000000000000098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EGY,2.999999999999997,0.0,6.000000000000004,1.0,1.0,13.000000000000098,6.000000000000004,0.0,1.999999999999999,0.0,0.0,0.0,1.999999999999999,3.999999999999996,3.999999999999996,3.999999999999996,1.0,7.0000000000000036,13.000000000000098,0.0,18.000000000000163,3.999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.999999999999999,1.999999999999999,0.0,0.0,1.0,0.0,1.0,0.0,5.000000000000002,0.0,0.0,0.0,1.0,2.999999999999997,0.0,1.999999999999999,15.99999999999982,14.000000000000062,1.999999999999999,1.0,11.999999999999867,11.000000000000126,33.00000000000019,1.999999999999999,10.0,10.0,1.0,8.000000000000007,3.999999999999996,3.999999999999996,2.999999999999997,199.9999999999994,0.0,14.999999999999957,6.000000000000004,3.999999999999996,10.0,1.0,0.0,0.0,1.999999999999999,9.000000000000002,22.00000000000019,1.0,14.999999999999957,0.0,0.0,1.0,2.999999999999997,1.0,1.999999999999999,0.0,0.0,10.0,1.999999999999999,0.0,0.0,0.0,1.0,11.000000000000126,1.0,125.00000000000097,0.0,0.0,0.0,1.999999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
IRN,0.0,0.0,1.999999999999999,0.0,1.0,1.999999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.999999999999997,1.999999999999999,0.0,14.999999999999957,14.000000000000062,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.999999999999999,1.0,1.0,0.0,0.0,6.000000000000004,0.0,0.0,1.0,0.0,0.0,0.0,8.000000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISR,96.00000000000034,1.0,124.00000000000142,41.99999999999994,11.000000000000126,188.00000000000009,79.99999999999933,1.0,3.999999999999996,0.0,24.000000000000217,1.0,19.99999999999994,39.00000000000007,62.99999999999974,25.000000000000135,9.000000000000002,1.999999999999999,116.99999999999953,1.999999999999999,1.0,8.000000000000007,0.0,1.0,6.000000000000004,1.0,2.999999999999997,6.000000000000004,13.000000000000098,8.000000000000007,8.000000000000007,0.0,1.0,24.000000000000217,14.999999999999957,51.00000000000043,7.0000000000000036,2.999999999999997,0.0,7.0000000000000036,14.999999999999957,1.0,30.999999999999808,6.000000000000004,3.999999999999996,2.999999999999997,14.000000000000062,58.99999999999943,21.000000000000036,35.00000000000034,197.99999999999952,272.0000000000008,41.99999999999994,9.000000000000002,96.00000000000034,78.99999999999974,354.00000000000165,10.0,14.000000000000062,79.99999999999933,21.000000000000036,61.99999999999943,22.00000000000019,0.0,0.0,1.999999999999999,1.0,1749.999999999982,1.999999999999999,0.0,0.0,0.0,1.999999999999999,0.0,1.0,2.999999999999997,1.999999999999999,0.0,0.0,2.999999999999997,2.999999999999997,1.0,0.0,9.000000000000002,0.0,1.999999999999999,2.999999999999997,10.0,47.00000000000027,7.0000000000000036,0.0,2.999999999999997,1.0,141.00000000000009,30.999999999999808,2096.000000000004,11.000000000000126,1.0,3.999999999999996,43.00000000000034,13.000000000000098,8.000000000000007,2.999999999999997,1.0,1.999999999999999,2.999999999999997,0.0,7.0000000000000036,2.999999999999997,0.0,6.000000000000004
JOR,1.0,0.0,1.0,1.999999999999999,1.999999999999999,2.999999999999997,6.000000000000004,0.0,3.999999999999996,0.0,1.999999999999999,0.0,1.0,1.0,2.999999999999997,0.0,1.0,1.0,2.999999999999997,0.0,8.000000000000007,1.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.999999999999999,0.0,0.0,7.0000000000000036,2.999999999999997,0.0,0.0,1.999999999999999,7.0000000000000036,14.000000000000062,1.0,1.999999999999999,2.999999999999997,1.0,1.0,1.999999999999999,1.0,7.0000000000000036,3.999999999999996,1.0,1.0,191.00000000000102,3.999999999999996,14.999999999999957,0.0,0.0,0.0,3.999999999999996,7.0000000000000036,29.999999999999826,0.0,24.000000000000217,1.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.999999999999997,0.0,0.0,0.0,1.0,1.999999999999999,0.0,51.00000000000043,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KWT,0.0,0.0,5.000000000000002,1.999999999999999,2.999999999999997,2.999999999999997,6.000000000000004,0.0,2.999999999999997,0.0,1.999999999999999,1.0,1.0,2.999999999999997,0.0,1.0,1.999999999999999,9.000000000000002,14.000000000000062,0.0,19.000000000000043,6.000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.999999999999999,1.0,1.0,0.0,2.999999999999997,1.999999999999999,0.0,1.0,7.0000000000000036,1.0,9.000000000000002,0.0,1.0,1.0,0.0,2.999999999999997,3.999999999999996,0.0,5.000000000000002,1.0,0.0,0.0,2.999999999999997,127.0000000000009,11.999999999999867,0.0,0.0,1.999999999999999,3.999999999999996,1.999999999999999,9.000000000000002,1.999999999999999,15.99999999999982,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.999999999999999,1.0,0.0,0.0,0.0,0.0,1.999999999999999,0.0,32.0000000000003,0.0,0.0,0.0,1.999999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
LBN,1.0,0.0,0.0,0.0,0.0,1.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.999999999999997,0.0,0.0,3.999999999999996,1.999999999999999,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.999999999999997,2.999999999999997,0.0,1.0,1.0,1.0,5.000000000000002,2.999999999999997,0.0,1.999999999999999,0.0,2.999999999999997,5.000000000000002,0.0,0.0,2.999999999999997,0.0,0.0,5.000000000000002,1.999999999999999,6.000000000000004,0.0,0.0,0.0,2.999999999999997,2.999999999999997,2.999999999999997,1.999999999999999,7.0000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.999999999999997,0.0,0.0,0.0,0.0,0.0,1.999999999999999,0.0,8.000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.999999999999997,0.0,2.999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000002,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLT,1.999999999999999,1.0,0.0,1.0,1.999999999999999,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.999999999999999,1.999999999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.999999999999996,1.999999999999999,1.999999999999999,5.000000000000002,1.999999999999999,1.999999999999999,0.0,1.999999999999999,1.999999999999999,16.99999999999985,1.0,0.0,5.000000000000002,0.0,6.000000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.99999999999958,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.999999999999999,0.0,0.0,0.0,0.0,0.0,3.999999999999996,0.0,0.0,0.0,0.0,5.000000000000002,1.0,22.999999999999844,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MAR,1.999999999999999,0.0,3.999999999999996,0.0,0.0,6.000000000000004,1.999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.999999999999999,11.000000000000126,0.0,8.000000000000007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.999999999999999,35.00000000000034,3.999999999999996,0.0,0.0,7.0000000000000036,1.999999999999999,3.999999999999996,1.999999999999999,0.0,5.000000000000002,1.0,3.999999999999996,1.0,1.0,0.0,1.0,1.0,0.0,13.000000000000098,2.999999999999997,5.000000000000002,0.0,0.0,94.00000000000031,0.0,0.0,1.0,9.000000000000002,1.999999999999999,1.0,0.0,1.999999999999999,0.0,0.0,0.0,0.0,0.0,1.999999999999999,1.0,0.0,0.0,0.0,0.0,9.000000000000002,0.0,27.000000000000167,0.0,0.0,0.0,3.999999999999996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OMN,3.999999999999996,0.0,1.999999999999999,0.0,1.0,1.0,10.0,0.0,1.999999999999999,0.0,5.000000000000002,0.0,0.0,2.999999999999997,1.0,2.999999999999997,1.0,10.0,24.000000000000217,1.0,15.99999999999982,2.999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.999999999999999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0000000000000036,1.999999999999999,1.999999999999999,0.0,1.999999999999999,1.999999999999999,14.000000000000062,0.0,0.0,1.999999999999999,1.0,1.999999999999999,1.999999999999999,0.0,1.0,1.0,0.0,1.0,1.0,3.999999999999996,1.999999999999999,0.0,0.0,0.0,260.0000000000012,2.999999999999997,5.000000000000002,1.999999999999999,29.000000000000266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.000000000000004,0.0,25.000000000000135,0.0,0.0,0.0,1.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QAT,5.000000000000002,0.0,5.000000000000002,2.999999999999997,2.999999999999997,9.000000000000002,9.000000000000002,0.0,3.999999999999996,0.0,1.0,0.0,0.0,1.0,0.0,1.999999999999999,1.999999999999999,6.000000000000004,14.999999999999957,1.999999999999999,13.000000000000098,3.999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.999999999999996,0.0,1.999999999999999,2.999999999999997,6.000000000000004,3.999999999999996,0.0,1.0,5.000000000000002,6.000000000000004,16.99999999999985,0.0,1.0,7.0000000000000036,0.0,3.999999999999996,5.000000000000002,0.0,1.999999999999999,1.999999999999999,0.0,1.0,2.999999999999997,2.999999999999997,9.000000000000002,0.0,0.0,0.0,2.999999999999997,148.99999999999864,1.999999999999999,0.0,14.999999999999957,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.999999999999997,0.0,22.999999999999844,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAU,3.999999999999996,0.0,14.000000000000062,1.999999999999999,2.999999999999997,30.999999999999808,36.99999999999958,0.0,7.0000000000000036,0.0,6.000000000000004,1.0,6.000000000000004,8.000000000000007,1.0,1.0,2.999999999999997,14.000000000000062,19.000000000000043,1.999999999999999,44.999999999999616,11.999999999999867,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.999999999999997,1.0,3.999999999999996,21.000000000000036,16.99999999999985,1.0,1.999999999999999,7.0000000000000036,9.000000000000002,39.99999999999979,1.999999999999999,0.0,11.999999999999867,0.0,13.000000000000098,7.0000000000000036,3.999999999999996,10.0,14.999999999999957,0.0,0.0,13.000000000000098,19.000000000000043,15.99999999999982,1.0,0.0,2.999999999999997,13.000000000000098,34.000000000000384,504.00000000000534,1.999999999999999,54.999999999999496,0.0,0.0,0.0,0.0,1.999999999999999,1.999999999999999,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.000000000000007,1.999999999999999,89.999999999999,1.0,0.0,0.0,1.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUN,0.0,0.0,10.0,1.0,1.0,2.999999999999997,2.999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.999999999999997,0.0,8.000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.999999999999999,8.000000000000007,3.999999999999996,0.0,0.0,0.0,1.0,1.999999999999999,0.0,0.0,0.0,0.0,1.999999999999999,1.0,1.0,0.0,1.0,0.0,0.0,1.999999999999999,0.0,6.000000000000004,0.0,0.0,0.0,0.0,0.0,1.0,27.000000000000167,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.999999999999999,0.0,0.0,0.0,0.0,3.999999999999996,1.999999999999999,11.000000000000126,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARE,13.000000000000098,1.0,19.000000000000043,10.0,13.000000000000098,10.0,18.000000000000163,0.0,14.999999999999957,0.0,1.0,0.0,5.000000000000002,22.999999999999844,2.999999999999997,2.999999999999997,9.000000000000002,39.00000000000007,114.99999999999956,2.999999999999997,77.99999999999991,19.000000000000043,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.999999999999997,0.0,0.0,1.0,1.0,11.999999999999867,2.999999999999997,0.0,0.0,0.0,3.999999999999996,0.0,3.999999999999996,0.0,0.0,0.0,14.000000000000062,1.999999999999999,3.999999999999996,1.999999999999999,21.000000000000036,19.99999999999994,6.000000000000004,3.999999999999996,11.999999999999867,13.000000000000098,70.00000000000051,3.999999999999996,6.000000000000004,11.999999999999867,1.0,2.999999999999997,11.000000000000126,1.0,8.000000000000007,16.99999999999985,1.0,2.999999999999997,18.000000000000163,16.99999999999985,15.99999999999982,2.999999999999997,1.0,1.0,24.000000000000217,37.99999999999998,44.00000000000027,2.999999999999997,452.9999999999981,0.0,0.0,1.999999999999999,0.0,0.0,6.000000000000004,0.0,0.0,6.000000000000004,7.0000000000000036,1.999999999999999,0.0,0.0,0.0,10.0,2.999999999999997,142.99999999999943,0.0,1.0,0.0,2.999999999999997,5.000000000000002,1.999999999999999,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
AGO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.999999999999997,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.999999999999996,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
